"","b","c","alpha","mse","mse_debiased"
"CF",4.70488956776025,7.07165325201259,-2.22044604925031e-16,3646.54864396776,3611.4258902231
"CBoost",4.90072082743889,6.92096887392115,3700.24295558476,3621.20996892831,3603.65513075245
"CMARS",4.79083560045654,7.34679712984683,0.687827200086983,3614.29422838314,3600.48305610679
"PTOForest",4.70488956776025,7.07165325201259,0,3662.62040351534,3611.4258902231
"XBoosting",NA,NA,NA,NA,NA
"XRF",4.70488956776025,7.07165325201259,0,3638.95963120455,3611.4258902231
"XBART",4.69396314485075,7.80553268802281,0.353528889657672,3645.59827933001,3604.05764053356
"RBoosting",4.70488956776025,7.07165325201259,0,3619.88009537042,3611.4258902231
"RLasso",NA,NA,NA,NA,NA
"RSlearner",4.70488956776025,7.07165325201259,0,3630.23387234057,3611.4258902231
"stack",4.88478845888582,-1.40114235642918e-14,1,3594.63839669796,3594.63839669796
