"","b","c","alpha","mse","mse_debiased"
"CF",4.12299901755442,-6.36041202934217,0.227373985559136,3469.93556171412,3445.58236016121
"CBoost",4.07462412356177,-6.77451873863638,1732.45724426389,3452.11627425014,3439.26442308224
"CMARS",4.10994612846618,-5.77045997677738,0.0981350524766589,3500.56654790637,3445.48875655829
"PTOForest",4.1391108063013,-5.49592297516645,0,3474.59045707219,3446.23064059906
"XBoosting",NA,NA,NA,NA,NA
"XRF",4.1391108063013,-5.49592297516645,0,3494.1286680082,3446.23064059906
"XBART",4.1391108063013,-5.49592297516645,0,3548.30302193666,3446.23064059906
"RBoosting",4.1391108063013,-5.49592297516644,0,3453.74570009115,3446.23064059906
"RLasso",4.1291174300639,-6.12290920824061,0.248929162384974,3461.33499940089,3445.92918118451
"RSlearner",4.1291174300639,-6.50576922611843,0.527000491306345,3457.53824554786,3445.92918118451
"stack",NA,NA,NA,NA,NA
