"","b","c","alpha","mse","mse_debiased"
"CF",5.68894559168883,-10.362806768533,2.40858478015244,3959.64889266433,3940.00619517748
"CBoost",5.75051943288193,-4.00408041610443,3928.82650982981,3964.2416267809,3928.74052724882
"CMARS",5.87204926021794,-3.22395212963362,0.22503948582077,3989.07589242644,3958.75593734361
"PTOForest",5.96172651884891,-4.64060916587036,0.802770293043888,3963.8828754003,3953.61138845451
"XBoosting",NA,NA,NA,NA,NA
"XRF",5.91094765645659,-3.18405765989349,0.108542851959943,3993.59494696448,3960.8587516815
"XBART",5.74254279437871,-3.64357331384686,0.385096471273501,3978.21193621393,3951.16736551259
"RBoosting",5.90999129482742,-2.60980708256931,0,3965.23775570212,3961.03162850141
"RLasso",NA,NA,NA,NA,NA
"RSlearner",5.90999129482742,-2.60980708256931,0,3967.1357058601,3961.03162850141
"stack",5.73008708809818,-3.69543549194371e-14,0.999999999999999,3924.55272991033,3924.55272991033
