"","b","c","alpha","mse","mse_debiased"
"CF",1.53346882394775,-0.744583010108128,2.79634650478064,95.7698328666184,95.5183231679488
"CBoost",1.58601380529545,-0.0856705235293145,0,96.0750822878545,96.0855251855097
"CMARS",1.55717641931508,-0.293378151761399,0.620602417260965,95.7701802023743,95.7458561076545
"PTOForest",1.51854448463461,-0.263427318038544,1.43839669235644,94.5589556611825,94.3746956367216
"XBoosting",NA,NA,NA,NA,NA
"XRF",1.51926497773769,-0.422366589423279,1.11519187501696,95.383175527922,95.3725394595579
"XBART",1.58601380529545,-0.0856705235293144,0,97.8291081974445,96.0855251855097
"RBoosting",1.58601380529545,-0.0856705235293136,0,96.0914506880648,96.0855251855097
"RLasso",1.57480115902611,-0.520956560897934,1.62218806407974,95.9149060030603,95.8980262201474
"RSlearner",NA,NA,NA,NA,NA
"stack",1.51025754711217,-8.90970310072103e-16,1,94.3155778761269,94.3155778761269
