"","b","c","alpha","mse","mse_debiased"
"CF",0.995919231832634,-2.27510958812203,8.88178419700125e-16,48.4822915509122,46.2480597668839
"CBoost",0.995919231832634,-2.27510958812203,0,47.7004087579254,46.2480597668839
"CMARS",0.995919231832634,-2.27510958812203,0,50.6041967314555,46.2480597668839
"PTOForest",0.995919231832634,-2.27510958812203,0,50.2955805879813,46.2480597668839
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.995919231832634,-2.27510958812203,0,49.3743187108862,46.2480597668839
"XBART",0.995919231832634,-2.27510958812203,0,50.8275980569511,46.2480597668839
"RBoosting",0.995919231832634,-2.27510958812204,1.4210854715202e-14,48.1690624289371,46.2480597668839
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",NA,NA,NA,NA,NA
