"","b","c","alpha","mse","mse_debiased"
"CF",0.139635395001089,3.5089277503264,6.41725455300819,44.9436296810205,44.8809641473122
"CBoost",0.104633053920585,-0.783587617604336,0,45.1311445605467,44.9669344675868
"CMARS",0.10571265288398,-0.731462775633515,0.0979412790723988,45.1953874907756,44.9646372027602
"PTOForest",0.104633053920585,-0.783587617604336,0,45.1813355146764,44.9669344675868
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.104633053920585,-0.783587617604336,0,45.1703678955717,44.9669344675868
"XBART",0.104633053920585,-0.783587617604336,0,46.9721118699166,44.9669344675868
"RBoosting",0.104633053920585,-0.783587617604337,0,45.3839819631546,44.9669344675868
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",0.139635395001091,5.51010484508622e-14,1.00000000000007,44.8809641473122,44.8809641473122
