"","b","c","alpha","mse","mse_debiased"
"CF",0.267955475368203,1.81722495075516,0,38.8482786120691,37.2370324587074
"CBoost",0.267955475368203,1.81722495075516,0,38.2998895476176,37.2370324587074
"CMARS",0.267955475368203,1.81722495075516,0,39.4877394826521,37.2370324587074
"PTOForest",0.267955475368203,1.81722495075516,0,39.4636642174984,37.2370324587074
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.267955475368203,1.81722495075516,-4.44089209850063e-16,39.8047377828262,37.2370324587074
"XBART",0.267955475368203,1.81722495075516,0,40.1814836728993,37.2370324587074
"RBoosting",0.267955475368203,1.81722495075516,0,37.9677259936014,37.2370324587074
"RLasso",NA,NA,NA,NA,NA
"RSlearner",0.267955475368203,1.81722495075516,0,39.098905723656,37.2370324587074
"stack",NA,NA,NA,NA,NA
