"","b","c","alpha","mse","mse_debiased"
"CF",0.0683935239072381,-5.92121842329364,1.42261165513221,247.921629700464,240.532111700743
"CBoost",0.0261027303702344,-4.31207140665514,0,245.661783536003,241.035425808952
"CMARS",0.0261027303702343,-4.31207140665514,0,262.695225490178,241.035425808952
"PTOForest",0.078823371770831,-4.68727847632928,0.451397799755648,247.701364848443,240.663949933805
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.0594372337712938,-4.82227624234205,0.24093077969496,251.892574728191,240.959074630324
"XBART",0.0261027303702344,-4.31207140665514,0,255.411789053123,241.035425808952
"RBoosting",0.104928475261893,-6.38825303560624,3.88438574521393,246.696144390865,240.671082315153
"RLasso",0.0261027303702342,-4.31207140665514,0,248.751551314173,241.035425808952
"RSlearner",0.0261027303702343,-4.31207140665514,0,249.203090217048,241.035425808952
"stack",0.115928169092275,2.35333977544796e-14,1,240.304805162752,240.304805162752
