"","b","c","alpha","mse","mse_debiased"
"CF",0.928171828193261,6.38651587073122,5.74459124604283,415.260875827607,414.425728096086
"CBoost",0.902818587331184,0.399411170259129,0,414.974083723493,414.932159036048
"CMARS",0.902818587331183,0.399411170259129,0,422.561560782947,414.932159036048
"PTOForest",0.900028060285108,0.351585668565984,0.15784542774365,415.57568832574,414.902576562844
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.902818587331183,0.399411170259129,0,421.299971740999,414.932159036048
"XBART",0.897203267464154,0.484460939743504,0.101605269842438,418.563093211385,414.878465818966
"RBoosting",0.902818587331184,0.399411170259129,0,414.975010250857,414.932159036048
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",0.928168396714029,-5.30291627014306e-15,1,414.425721708072,414.425721708072
