"","b","c","alpha","mse","mse_debiased"
"CF",-0.661019092823884,1.87040241761252,0,37.7667664233561,36.6581040011807
"CBoost",-0.662450164798775,1.86376734264536,73.6925252495553,37.4565456815958,36.659326216888
"CMARS",-0.661019092823883,1.87040241761252,0,39.0166323475719,36.6581040011807
"PTOForest",-0.661019092823883,1.87040241761252,0,37.9908132184271,36.6581040011807
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.661019092823883,1.87040241761253,0,37.6129534148264,36.6581040011807
"XBART",-0.661019092823883,1.87040241761252,0,39.8713671809129,36.6581040011807
"RBoosting",-0.661019092823884,1.87040241761252,0,37.0732231404655,36.6581040011807
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",-0.662450164798777,-3.34943590124622e-12,1.00000000000179,36.659326216888,36.659326216888
