"","b","c","alpha","mse","mse_debiased"
"CF",-0.803649476093577,8.39419885025119,7.83038004013766,950.922979902569,950.519927735688
"CBoost",-0.787918255977774,-2.53575155320639,0,952.219377934902,950.647324938661
"CMARS",-0.780619390301766,-1.34480036799491,0.718402548310133,950.005913181064,949.683385951016
"PTOForest",-0.787918255977774,-2.53575155320639,0,951.826370955609,950.647324938661
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.787872644656246,-2.48482803933028,0.0775273647590132,955.393420340034,950.619577401558
"XBART",-0.81172544283304,-2.23952819282854,0.316243717297411,953.67494039362,950.062653515618
"RBoosting",-0.783175741987675,-3.88902196362326,2.60697067687818,952.781384996113,950.392062037215
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",-0.792649483109314,5.55543609253082e-15,1,949.249887750017,949.249887750017
