"","b","c","alpha","mse","mse_debiased"
"CF",-1.21250649061877,5.3285183495399,1.61432648070433,4303.85378863696,4297.32706986419
"CBoost",-1.12776407982562,2.71334592295699,0,4310.40178844321,4308.34371880999
"CMARS",-1.12776407982562,2.71334592295699,0,4375.45081613421,4308.34371880999
"PTOForest",-1.12776407982562,2.713345922957,0,4409.89247316384,4308.34371880999
"XBoosting",NA,NA,NA,NA,NA
"XRF",-1.12776407982562,2.71334592295699,0,4390.65360722166,4308.34371880999
"XBART",-1.12776407982562,2.71334592295699,0,4451.27947988279,4308.34371880999
"RBoosting",-1.12776407982562,2.713345922957,0,4316.38489950501,4308.34371880999
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",-1.21250649061877,-1.49189840162807e-14,1,4297.32706986419,4297.32706986419
