"","b","c","alpha","mse","mse_debiased"
"CF",-0.014907149235507,-0.0310352996920161,0,0.197861314731435,0.189389937639179
"CBoost",-0.014907149235507,-0.0310352996920161,0,0.189646699972622,0.189389937639179
"CMARS",-0.014907149235507,-0.0310352996920161,0,0.206122645834491,0.189389937639179
"PTOForest",-0.0153555619882011,-0.136676862951778,0.771882304321376,0.196277684842035,0.189121560995513
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.014907149235507,-0.0310352996920161,0,0.198078457572121,0.189389937639179
"XBART",-0.0152354383104907,-0.0501857599525185,0.147986866733467,0.1979198893321,0.189339518077808
"RBoosting",-0.0152151859409488,-0.0528508713219257,0.130352010107475,0.200879516760148,0.18936547546013
"RLasso",-0.014907149235507,-0.0310352996920161,0,0.198468286348952,0.189389937639179
"RSlearner",-0.014907149235507,-0.0310352996920161,5.55111512312578e-17,0.199993234502257,0.189389937639179
"stack",-0.0153555619882011,1.55870603487901e-16,1.00000000000002,0.189121560995513,0.189121560995513
