"","b","c","alpha","mse","mse_debiased"
"CF",-1.04303062055266,-0.535624329444393,1.59493560670975,945.255361927681,944.773641149681
"CBoost",-1.04978469082855,-2.04061421192691,283.320152025276,946.751326702974,944.685498577444
"CMARS",-1.04473939921398,-2.27614121018246,0.223397143621513,946.469967640884,944.890118640122
"PTOForest",-1.02853926914224,-0.476238016134065,0.945107739475499,944.610248822782,944.576951098388
"XBoosting",NA,NA,NA,NA,NA
"XRF",-1.00174825975348,-1.79847952659402,0.676423449930365,943.497099784375,942.479143252568
"XBART",-1.05125105601946,-2.47766328681036,0.151654363845357,951.020638536846,944.838647124163
"RBoosting",-1.05488100856222,-2.3497388696881,1.05752255974305,945.863989312574,944.439890198804
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",-1.0052697021025,-6.05983796236001e-15,0.999999999999998,942.453965489409,942.453965489409
