"","b","c","alpha","mse","mse_debiased"
"CF",-0.358660962987789,-1.49093267910098,0,507.625882054509,507.280733193544
"CBoost",-0.358660962987789,-1.49093267910098,0,507.814858865999,507.280733193544
"CMARS",-0.358660962987789,-1.49093267910098,1.11022302462516e-16,512.265124246989,507.280733193544
"PTOForest",-0.358660962987789,-1.49093267910098,0,508.484899717254,507.280733193544
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.320801001508123,-1.80871375581049,0.600592394191801,507.678375191733,506.256108994447
"XBART",-0.326434219286299,-1.45271224772104,0.202433958521232,511.053508937192,507.021216675361
"RBoosting",-0.358660962987789,-1.49093267910097,0,508.384090443202,507.280733193544
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",-0.320801001508124,-1.01074682067742e-14,0.999999999999997,506.256108994447,506.256108994447
