"","b","c","alpha","mse","mse_debiased"
"CF",0.0471271365889453,0.0165455998033446,1.4210854715202e-14,0.767038735602166,0.763114719187856
"CBoost",0.0471271365889453,0.0165455998033432,2.8421709430404e-14,0.763294108672317,0.763114719187856
"CMARS",0.0479748871003958,0.0763649475215774,0.561722190347262,0.766578668833085,0.761546764613463
"PTOForest",0.048178061814287,0.0903467889554925,0.678677542326802,0.765789021061422,0.761176381743199
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.0471271365889453,0.0165455998033432,0,0.770686795096799,0.763114719187856
"XBART",0.0471281322952316,0.0723300397060981,0.459936659970064,0.768475490154521,0.762016700249701
"RBoosting",0.0471271365889453,0.0165455998033432,0,0.771470403565696,0.763114719187856
"RLasso",0.0471271365889453,0.0165455998033432,0,0.766922022634818,0.763114719187856
"RSlearner",0.0471271365889453,0.0165455998033432,0,0.766922022634818,0.763114719187856
"stack",NA,NA,NA,NA,NA
