"X.NCT00113763.","X.OS.","X.0.456554374587161."
"NCT00113763","OS","0.456554374587161"
"NCT00113763","PFS","0.502191797273765"
"NCT00113763","RSP","0.0947577013150784"
"NCT00460265","PFS","0.526670626670627"
"NCT00364013","RSP","0.435360395548244"
"NCT00115765","PFS","0.681124328876724"
"NCT00115765","TF","0.487899311038589"
"NCT00115765","ORR","0.373770338398194"
"NCT00339183","OS","0.834977090232727"
"NCT00339183","PFS","0.803819806741369"
"NCT00339183","ORR","0.472639840312117"
