"","b","c","alpha","mse","mse_debiased"
"CF",0.411874921124196,-8.5418739112403,0.580332896613857,1819.07658741216,1792.64314665031
"CBoost",0.227243145201026,-7.38683771219244,3188.89340499195,1805.77049847252,1790.93371105529
"CMARS",0.54049417960183,-6.52940074275114,0.0159174458416498,1849.86943637453,1795.52032151344
"PTOForest",0.602730138898575,-7.93048203685104,0.405328040411086,1824.39002824803,1792.44389684138
"XBoosting",NA,NA,NA,NA,NA
"XRF",0.451119247676045,-7.49201217017204,0.371380223487318,1820.13082338306,1793.49505410334
"XBART",0.528637435620075,-6.98455113655069,0.165463410054521,1836.41377232144,1794.77579892778
"RBoosting",0.549457240130832,-6.4602392778333,0,1822.50273517878,1795.53674779588
"RLasso",0.438688812412319,-7.86016803100005,0.361589146344744,1823.85785245142,1794.47448463646
"RSlearner",0.448684862021305,-8.30164895907556,0.474820498018535,1822.12488905503,1794.31497364025
"stack",0.325677557947518,-4.66218250508772e-15,0.999999999999999,1789.63982762618,1789.63982762618
