"","b","c","alpha","mse","mse_debiased"
"CF",2.92107424358687,-2.86991448482473,0,722.969670933423,718.869248045994
"CBoost",2.92462060954892,-2.84712042908912,657.618391821919,721.012810068032,718.824071413146
"CMARS",2.92107424358687,-2.86991448482473,0,728.757428203211,718.869248045994
"PTOForest",2.92107424358687,-2.86991448482473,0,727.220216780211,718.869248045994
"XBoosting",NA,NA,NA,NA,NA
"XRF",2.92107424358687,-2.86991448482473,0,734.158705259113,718.869248045994
"XBART",2.92107424358687,-2.86991448482473,0,738.553932689137,718.869248045994
"RBoosting",2.92107424358687,-2.86991448482473,4.44089209850063e-16,722.198729351431,718.869248045994
"RLasso",2.92107424358687,-2.86991448482473,0,727.52273729522,718.869248045994
"RSlearner",2.92107424358687,-2.86991448482473,0,721.230285550185,718.869248045994
"stack",2.92462060954892,3.18025952113418e-09,1.0000000000001,718.824071413052,718.824071413146
