"","b","c","alpha","mse","mse_debiased"
"CF",7.27840473879072,5.20344811486459,0,1925.88690679618,1924.19526134933
"CBoost",7.1404197835111,2.92070460125721,12949.3061654872,1931.55352349907,1910.33211259076
"CMARS",7.20566903026327,4.54476489626192,0.0773294703863323,1938.71779337781,1922.96552921595
"PTOForest",7.27840473879072,5.20344811486458,0,1953.79392556179,1924.19526134933
"XBoosting",NA,NA,NA,NA,NA
"XRF",7.27840473879072,5.20344811486458,0,1930.5302696973,1924.19526134933
"XBART",7.27840473879071,5.20344811486458,0,1947.3996624901,1924.19526134933
"RBoosting",7.23315325801205,4.09529301728144,0.693016778339504,1926.69691898293,1923.28194149947
"RLasso",NA,NA,NA,NA,NA
"RSlearner",NA,NA,NA,NA,NA
"stack",7.06674183197871,0,0.999999999999999,1909.10466856816,1909.10466856816
