"","b","c","alpha","mse","mse_debiased"
"CF",1.54232330644505,5.68407592392542,10.6113539928035,714.485129075637,711.735310121314
"CBoost",1.60797736936297,-0.281630704012942,1681.99440166214,715.11691044663,714.383218026889
"CMARS",1.58876438802309,-0.0843189943486676,0.483548072768176,715.095994755902,714.495984581121
"PTOForest",1.59799666593585,-0.426629831795814,0,716.47390166639,715.065370505986
"XBoosting",NA,NA,NA,NA,NA
"XRF",1.59799666593585,-0.426629831795814,0,722.667788591884,715.065370505986
"XBART",1.59799666593585,-0.426629831795814,0,723.393966989552,715.065370505986
"RBoosting",1.58982619588698,-0.535116178677161,1.01088310304429,714.258947849758,714.178718157216
"RLasso",NA,NA,NA,NA,NA
"RSlearner",1.59799666593585,-0.0159656997946532,0.8,715.065850279866,715.065370505986
"stack",1.54251612231465,-7.57479745295002e-15,0.999999999999996,710.934904884949,710.934904884949
