"","b","c","alpha","mse","mse_debiased"
"CF",1.3976800663047,0.409996064124735,1.93320545822347,412.481987711062,412.367813296874
"CBoost",1.39111613285581,-0.863661569691295,0,413.018747579928,412.8417204989
"CMARS",1.39111613285581,-0.863661569691294,0,413.857975659949,412.8417204989
"PTOForest",1.39111613285581,-0.863661569691295,0,413.990250545143,412.8417204989
"XBoosting",NA,NA,NA,NA,NA
"XRF",1.3920115306156,-0.821267373128993,0.0476870553582759,416.286821293387,412.83568547894
"XBART",1.42102564655067,-0.733801371761797,0.170826718137773,416.108278634756,412.804052949846
"RBoosting",1.41327987717973,-1.18678415511209,4.67621867920966,412.899851312863,412.477854395688
"RLasso",1.39111613285581,-0.863661569691295,0,412.86962927066,412.8417204989
"RSlearner",1.39111613285581,-0.863661569691295,0,412.980686225396,412.8417204989
"stack",NA,NA,NA,NA,NA
