"","b","c","alpha","mse","mse_debiased"
"CF",-1.34057071580801,0.56037316181002,3.09555920281846,256.484195471371,256.2176296256
"CBoost",-1.35852863275445,0.0472356629467559,0,256.795875093384,256.799946014446
"CMARS",-1.35852863275445,0.0472356629467559,0,266.58571189489,256.799946014446
"PTOForest",-1.46459073767637,-0.169289534463343,0.281354832489679,261.354410589376,256.527109283047
"XBoosting",NA,NA,NA,NA,NA
"XRF",-1.36652084347945,-1.67613798191286,1.89563179393311,253.986606939837,252.829715427111
"XBART",-1.26659053395248,0.247627881307642,0.955716866603042,252.902928775465,252.914323631915
"RBoosting",-1.35852863275445,0.0472356629467559,0,256.904246395087,256.799946014446
"RLasso",-1.35852863275445,0.0472356629467559,0,260.870476428398,256.799946014446
"RSlearner",-1.35852863275445,0.0472356629467559,0,257.015801319981,256.799946014446
"stack",NA,NA,NA,NA,NA
