"","b","c","alpha","mse","mse_debiased"
"CF",-0.266242621978932,1.6769076223133,0,234.803111000221,231.526828328464
"CBoost",-0.165004986677767,2.0909467043868,2107.6922564107,232.284228744912,230.756378412361
"CMARS",-0.266242621978932,1.6769076223133,0,243.907205475934,231.526828328464
"PTOForest",-0.266242621978932,1.6769076223133,1.11022302462516e-16,239.322222285649,231.526828328464
"XBoosting",NA,NA,NA,NA,NA
"XRF",-0.266242621978932,1.6769076223133,0,233.667465230571,231.526828328464
"XBART",-0.266242621978933,1.6769076223133,0,243.000835272305,231.526828328464
"RBoosting",-0.206905900634013,1.11408932609516,1.98663893549148,231.350417296613,230.586195863864
"RLasso",-0.266242621978932,1.6769076223133,0,248.890179250217,231.526828328464
"RSlearner",-0.266242621978933,1.6769076223133,0,244.123439366131,231.526828328464
"stack",-0.142611537493778,-2.19786529152938e-15,1,230.192795020296,230.192795020296
