"term","estimate","std.error","statistic","p.value"
"mean_pred",0.968780234836788,1.04829499648796,0.924148486907253,0.178763977632755
"hetereogeneity",0.36285981402523,0.594484474669773,0.610377275582838,0.271465394039145
