"term","estimate","std.error","statistic","p.value"
"mean_pred",0.904551225045436,0.485798574837376,1.86198822289308,0.0326743528403517
"hetereogeneity",0.665946675537533,0.673996731715529,0.988056238555479,0.162677080002809
