"term","estimate","std.error","statistic","p.value"
"mean_pred",1552.43653354325,52404.5073210171,0.0296241032099282,0.488204515427103
"hetereogeneity",24789.3987675019,15316.4025137798,1.61848702691114,0.0539041966981841
