"term","estimate","std.error","statistic","p.value"
"mean_pred",2.09287224647146,1.77158736267277,1.18135424228471,0.119928879507165
"hetereogeneity",0.445279309362601,0.640832362732738,0.694845228264958,0.244264950966311
