"term","estimate","std.error","statistic","p.value"
"mean_pred",69.3396981477545,31.6693481045674,2.18948927899637,0.0152730841027737
"hetereogeneity",-38.7983734076627,15.3750943917996,-2.5234559488855,0.993518893286315
