"term","estimate","std.error","statistic","p.value"
"mean_pred",1.24384729122319,1.54396671329209,0.805617945331879,0.21104873008729
"hetereogeneity",0.250442446922596,0.607440018673423,0.412291648926148,0.34044005802413
