"term","estimate","std.error","statistic","p.value"
"mean_pred",0.00297869339388591,1.19088520541275,0.00250124309240498,0.49900392969566
"hetereogeneity",0.566998865401269,0.544337408837254,1.04163126802624,0.149689051806413
