"term","estimate","std.error","statistic","p.value"
"mean_pred",0.0841003732384175,0.841780440935772,0.0999077302686275,0.460294283858175
"hetereogeneity",0.970888928158694,0.596564270567499,1.62746744325655,0.0531639913481606
