"term","estimate","std.error","statistic","p.value"
"mean_pred",-0.0839247460999967,2.49883615173761,-0.0335855338260726,0.513372252819372
"hetereogeneity",1.23411168361062,0.926386988569606,1.3321772637547,0.0924832243826425
