"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,5.39464083845007,200,4,0.01,0.5,2
"2",69,3.99912217801747e-06,200,4,5e-06,0.1,2
"3",8,0.00132413666047736,100,10,5e-05,0.3,3
"4",1,0.165359773605224,500,10,1e-04,0.1,3
"5",9,6.12585705136176e-06,100,4,5e-06,0.3,4
"6",1,0.002793409780106,100,10,5e-05,0.2,4
"7",11,14.2631656658101,200,10,0.005,0.5,5
"8",1,0.118359751514935,1000,10,5e-05,0.1,4
"9",1,7.89552017613369,100,5,0.01,0.3,4
"10",85,0.000164460691545429,500,4,5e-06,0.3,5
