"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",24,65.0858497433546,200,4,0.01,0.2,4
"2",1,534.365488854051,200,10,0.01,0.5,5
"3",1,516.861910590598,1000,5,0.005,0.3,5
"4",1,133.210399055321,200,10,0.005,0.1,4
"5",1,0.0111088988024241,100,10,5e-05,0.3,3
"6",1,528.569054841531,1000,5,0.005,0.5,4
"7",1,214.572900295299,100,10,0.01,0.3,5
"8",1,742.012820450965,500,10,0.01,0.3,3
"9",2,0.138542618336562,200,10,1e-04,0.2,3
"10",1,0.000195440192919362,100,10,5e-06,0.3,5
