"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,3.27069362576127e-05,200,5,5e-05,0.3,4
"2",7,0.336791768404014,1000,10,0.01,0.3,4
"3",1,0.000305317108312261,200,10,1e-04,0.5,4
"4",574,3.32520669644469e-05,1000,10,5e-06,0.5,5
"5",1,0.347595023479786,500,10,0.005,0.2,5
"6",18,0.057839018193442,200,4,0.01,0.5,4
"7",1,3.98851217441901e-08,200,4,5e-06,0.3,2
"8",1,0.000489384534985536,1000,4,1e-04,0.1,4
"9",16,0.126671665291121,1000,10,0.01,0.1,2
"10",1,2.23746684045211e-05,1000,10,5e-06,0.5,4
