"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,148.718448936368,500,5,0.005,0.2,5
"2",1,59.1411695268614,200,5,0.005,0.2,2
"3",4,0.00496700112795207,100,5,5e-05,0.3,4
"4",44,527.5619186625,1000,5,0.01,0.5,4
"5",1,0.363510246082494,500,10,5e-05,0.1,2
"6",1,157.219401734151,500,4,0.005,0.3,3
"7",1,130.56327160684,500,4,0.005,0.3,5
"8",4,0.0449152606121679,100,10,1e-04,0.1,4
"9",1,209.154545554928,500,5,0.01,0.1,3
"10",1,0.0363721388012914,100,10,1e-04,0.3,2
