"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,41.6825639631817,1000,5,0.005,0.1,3
"2",1,96.701324582133,1000,10,0.005,0.5,2
"3",1,57.6795827718064,1000,5,0.005,0.5,3
"4",1,0.000336520902545684,500,4,5e-06,0.2,2
"5",1,5.51010006298021,100,5,0.005,0.1,5
"6",3,0.0176328537163925,200,5,1e-04,0.1,4
"7",1,0.103269532057941,1000,5,5e-05,0.2,4
"8",2,2.08166844056154,100,4,0.005,0.2,2
"9",12,22.4298422061898,200,10,0.01,0.1,2
"10",1,5.78680507146895,100,5,0.005,0.3,2
