"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",959,0.0615223424208604,1000,5,5e-05,0.2,4
"2",88,7.6024271113842e-06,100,10,5e-06,0.1,2
"3",183,0.00268826065631354,200,4,5e-05,0.1,4
"4",166,9.33216281557943,200,10,0.005,0.1,2
"5",87,0.000696945399319078,100,5,5e-05,0.3,2
"6",94,6.61884381040729e-06,100,4,5e-06,0.3,4
"7",208,33.2985386101949,1000,10,0.01,0.2,2
"8",449,16.101778348664,1000,5,0.005,0.5,4
"9",167,8.76837818373334,200,10,0.005,0.1,3
"10",169,12.7066038338387,200,4,0.01,0.5,2
