"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,1.04349594234218e-05,200,10,5e-05,0.5,5
"2",10,0.0325845865589243,200,5,0.01,0.1,5
"3",4,9.19294400609603e-09,100,4,5e-06,0.1,3
"4",1,0.013099165950402,200,4,0.005,0.5,2
"5",4,0.0285770973611257,200,10,0.005,0.1,5
"6",6,0.00851621075830093,200,4,0.005,0.5,2
"7",1,0.00863528041784302,100,10,0.005,0.5,3
"8",1,0.0531450135402035,500,4,0.01,0.2,4
"9",1,0.0167357250039812,200,4,0.005,0.3,2
"10",1,0.216468599005471,1000,10,0.01,0.3,4
