"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",49,13.044444248877,500,4,0.005,0.2,3
"2",1,20.1382532907709,500,4,0.005,0.2,5
"3",17,8.47197558653456,100,10,0.01,0.2,2
"4",7,8.30254634600055,200,10,0.005,0.2,2
"5",11,2.51581182075816e-06,100,4,5e-06,0.1,2
"6",78,0.0422528177322863,500,4,1e-04,0.5,5
"7",1,5.6425387207298e-06,100,5,5e-06,0.2,2
"8",33,25.5985075295416,1000,4,0.005,0.3,3
"9",56,0.00108344494802924,200,4,5e-05,0.2,3
"10",115,1.303012007663e-05,200,4,5e-06,0.5,4
