"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,78.0066040917511,5000,10,1e-04,0.3,5
"2",1,739.795508068106,5000,4,0.005,0.1,2
"3",1,0.0074218095869462,100,5,5e-05,0.3,4
"4",1,0.851124939341445,1000,4,5e-05,0.3,5
"5",1,123.827925225382,500,4,0.005,0.5,2
"6",70,0.219184588067235,500,4,1e-04,0.5,3
"7",1,236.757620205782,1000,4,0.005,0.2,3
"8",1,0.0103261474571077,100,4,5e-05,0.2,4
"9",1,0.0527110764650834,100,10,1e-04,0.2,2
"10",1,182.605663857141,100,5,0.01,0.5,2
