"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",78,6.92895894220071,1000,4,0.01,0.1,5
"2",92,6.1660784697899,1000,5,0.01,0.1,2
"3",279,0.0874300565638393,1000,10,1e-04,0.3,5
"4",33,1.12488615239356,100,4,0.01,0.3,5
"5",48,0.000213680026282026,100,10,5e-05,0.5,5
"6",70,0.00069458319978352,200,5,1e-04,0.5,2
"7",107,0.00110125406242137,200,4,1e-04,0.3,5
"8",95,0.0256273421094573,500,10,1e-04,0.2,5
"9",20,2.42836116828847,200,10,0.005,0.3,4
"10",102,3.62502775481576e-06,200,4,5e-06,0.5,5
