"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,24.1088725102869,200,4,0.01,0.1,2
"2",1,44.3127390182,200,10,0.005,0.2,5
"3",1,0.0526168877720084,200,5,1e-04,0.2,3
"4",1,9.80927942533948,100,4,0.005,0.5,4
"5",1,1.10178669071022e-05,100,4,5e-06,0.3,3
"6",1,28.9110082924643,200,4,0.01,0.1,5
"7",1,0.0143280110114609,100,10,1e-04,0.3,2
"8",1,0.314321959693526,1000,10,5e-05,0.1,3
"9",32,0.0125187739481155,100,4,1e-04,0.2,5
"10",12,3.39063981730542e-05,100,10,5e-06,0.1,3
