"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,1.05192513742442e-05,200,4,5e-06,0.1,4
"2",1,28.7069432308023,1000,5,0.01,0.3,5
"3",1,0.0481743660193752,500,10,1e-04,0.3,5
"4",1,60.2823299645966,5000,5,0.01,0.3,4
"5",1,63.2194520488654,5000,5,0.005,0.1,5
"6",5,22.4739409151842,500,4,0.01,0.5,5
"7",1,0.00553545979640633,500,4,5e-05,0.3,3
"8",1,0.00499928123469846,5000,4,5e-06,0.5,3
"9",1,62.9591466590682,1000,10,0.01,0.2,4
"10",85,0.00375585487604836,500,4,5e-05,0.2,5
