"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",56,6.93266610357973,1000,4,0.01,0.1,4
"2",374,0.000309140726131132,1000,10,5e-06,0.2,5
"3",16,1.78237157224088,200,10,0.005,0.5,4
"4",71,1.05276899323654e-06,100,4,5e-06,0.2,5
"5",98,12.1179703887915,5000,4,0.01,0.2,4
"6",94,16.6211137428653,5000,5,0.01,0.5,4
"7",19,1.32912755651062,100,10,0.01,0.2,4
"8",1561,0.266471719005867,5000,4,1e-04,0.2,2
"9",165,11.8116726046502,5000,5,0.005,0.3,3
"10",270,0.00144981941469308,500,5,5e-05,0.5,2
