"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,9.82379319873271e-06,100,5,5e-06,0.5,2
"2",20,95.6742484889361,500,10,0.01,0.2,2
"3",1,1.39690723751916e-05,100,4,5e-06,0.1,4
"4",1,13.6158287611659,200,5,0.005,0.1,4
"5",1,4.50574884335806,5000,4,1e-04,0.2,2
"6",7,119.098281502048,1000,10,0.005,0.1,4
"7",1,7.91343594843319,5000,5,1e-04,0.2,4
"8",1,312.23612071359,5000,5,0.01,0.3,3
"9",2,0.0206776222227385,200,10,1e-04,0.2,2
"10",1,0.000144441628514776,200,10,5e-06,0.1,5
