"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,0.036900649287722,1000,5,5e-05,0.1,2
"2",1,2.11198338361362,100,5,0.005,0.3,3
"3",31,0.140302698497295,1000,5,1e-04,0.1,5
"4",1,0.57066795924717,5000,4,5e-05,0.2,4
"5",1,67.2669501927415,5000,4,0.01,0.1,3
"6",13,10.8599159096742,500,5,0.01,0.5,3
"7",1,0.0262199237743992,500,10,5e-05,0.1,5
"8",23,18.1515658853098,1000,5,0.005,0.3,4
"9",23,0.00327883437016834,200,10,5e-05,0.2,2
"10",1,9.65271559454595,200,4,0.01,0.1,2
