"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,44.4204973468802,1000,10,0.01,0.5,4
"2",44,23.2722761331707,1000,5,0.01,0.3,3
"3",1,24.5130756915805,1000,4,0.01,0.2,2
"4",70,1.39599439822703,200,4,0.005,0.2,2
"5",92,0.00768759627884427,200,5,1e-04,0.2,5
"6",86,2.94034932582912e-05,200,10,5e-06,0.2,5
"7",40,0.000820763738391282,200,4,5e-05,0.5,3
"8",1874,0.00341524979862818,5000,4,5e-06,0.3,3
"9",52,0.146300437203216,1000,10,1e-04,0.2,2
"10",11,59.9048736119214,5000,10,0.01,0.5,2
