"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",26,0.000297322015393496,1000,4,5e-05,0.2,4
"2",1,1.14155687443147e-07,200,4,5e-06,0.2,3
"3",1,0.000152377398751836,200,10,1e-04,0.2,3
"4",1,1.92600935152877e-05,100,5,1e-04,0.5,5
"5",11,2.79236775361085e-05,200,4,1e-04,0.3,3
"6",1,0.0239323116687387,100,4,0.01,0.3,4
"7",32,1.24129330582655e-05,1000,10,5e-06,0.3,3
"8",1,2.03059959076608e-05,100,5,1e-04,0.1,2
"9",19,1.29926889419697e-08,100,4,5e-06,0.5,3
"10",39,0.0558853423019273,500,4,0.005,0.5,4
