"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,0.000295831126248843,1000,4,5e-06,0.2,3
"2",1,65.0995322189221,5000,4,0.01,0.5,4
"3",1,53.4173758903098,5000,5,0.005,0.5,3
"4",11,21.1078224186133,500,10,0.005,0.2,5
"5",96,0.00656764460618866,200,5,1e-04,0.3,5
"6",565,0.239241492146583,5000,5,5e-05,0.3,2
"7",531,0.573928327754263,5000,10,5e-05,0.1,2
"8",39,0.112635198205971,500,10,1e-04,0.2,5
"9",70,1.37832174485167,5000,5,1e-04,0.5,2
"10",1,18.1267358213975,500,4,0.01,0.5,3
