"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",955,2.31401737373446e-05,5000,5,5e-06,0.1,2
"2",52,0.200570259292655,200,10,0.01,0.3,4
"3",1,0.000313893634002771,500,5,5e-05,0.2,5
"4",1,0.0600252432165504,100,10,0.01,0.3,2
"5",1,0.000307239178877076,5000,10,5e-06,0.1,3
"6",1,2.69873111818178e-05,200,4,5e-05,0.1,5
"7",314,0.000533373329517238,1000,5,1e-04,0.1,2
"8",1,0.0582635831415669,100,10,0.01,0.2,3
"9",328,0.00928351356775605,5000,10,5e-05,0.5,3
"10",1,3.43258613330591e-06,200,4,5e-05,0.3,2
