"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,15.9138726580911,100,5,0.01,0.2,4
"2",13,105.523623891448,1000,4,0.01,0.1,2
"3",1,222.931542741461,1000,10,0.01,0.3,5
"4",3,3.63783094329602,100,4,0.005,0.2,2
"5",18,0.0213859227580026,200,5,1e-04,0.1,4
"6",1,0.0073768751977687,100,4,1e-04,0.1,2
"7",2,15.3765811020481,200,5,0.005,0.2,5
"8",59,0.000497285563690464,500,10,5e-06,0.2,2
"9",54,0.223345094199911,1000,5,1e-04,0.2,2
"10",16,0.0778726114155155,500,10,5e-05,0.3,4
