"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",19,10.622534012165,500,10,0.01,0.3,4
"2",1,0.024279320795097,500,10,1e-04,0.3,3
"3",1452,0.00402935190430564,5000,10,5e-06,0.2,4
"4",1430,0.000728575988133749,5000,4,5e-06,0.3,3
"5",57,0.00582681430526939,500,10,5e-05,0.2,4
"6",15,1.92575679016846e-05,500,5,5e-06,0.5,2
"7",459,1.98914463299263e-05,1000,4,5e-06,0.5,2
"8",7,0.900863868801447,100,5,0.01,0.5,4
"9",1895,0.271112116940007,5000,10,5e-05,0.5,5
"10",1,0.667741770331092,100,5,0.005,0.2,2
