"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",64,4.14874485574748,500,5,0.005,0.1,5
"2",1,0.00293088584449291,200,5,1e-04,0.2,3
"3",13,7.18351663019614,500,10,0.005,0.5,2
"4",8,0.0016718677145307,100,10,1e-04,0.1,5
"5",19,0.911317843572802,100,5,0.005,0.1,5
"6",329,8.26802103083173,1000,5,0.005,0.3,4
"7",21,13.842916801824,1000,4,0.01,0.3,5
"8",72,8.75487905754078e-06,200,10,5e-06,0.2,4
"9",76,0.00659095687925515,500,5,1e-04,0.3,2
"10",1,2.83639588500001,100,5,0.01,0.3,5
