"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",45,8.25345706751209e-05,500,5,5e-06,0.5,3
"2",196,0.0517851002073202,500,10,1e-04,0.1,5
"3",875,3.28426559393346,5000,10,1e-04,0.2,4
"4",7,3.94788379527767,100,10,0.005,0.3,5
"5",75,48.4254010240347,5000,5,0.005,0.2,4
"6",88,0.000848582746939689,200,5,5e-05,0.3,3
"7",20,75.9178183358587,5000,10,0.005,0.2,3
"8",3,0.00273167399224165,100,10,1e-04,0.2,2
"9",137,52.3874924253394,5000,10,0.005,0.2,5
"10",122,0.24886202037465,1000,10,1e-04,0.1,3
