"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,0.0622671240386227,500,10,5e-05,0.2,2
"2",1,0.0064795331283443,200,4,5e-05,0.2,4
"3",7,6.9792118822907,100,10,0.005,0.2,2
"4",1,0.0964109206586735,500,4,1e-04,0.5,4
"5",1,0.112684916833706,1000,5,5e-05,0.5,4
"6",53,0.00443294185154077,200,4,1e-04,0.2,2
"7",1,0.000532549168929284,1000,5,5e-06,0.2,2
"8",1,1.29892818261915e-05,100,4,5e-06,0.1,2
"9",1,0.00153263219933749,1000,4,5e-06,0.3,5
"10",1,0.000730869048557664,100,4,5e-05,0.3,3
