"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",79,37.1691975045884,100,5,0.01,0.1,3
"2",68,21.1270447497864,100,10,0.005,0.5,5
"3",119,0.000162230905858258,200,5,5e-06,0.3,2
"4",92,0.088704238742353,200,10,1e-04,0.1,3
"5",532,0.00369454686586879,1000,5,5e-06,0.5,3
"6",128,43.4373017465807,200,10,0.005,0.3,3
"7",671,0.361970870892727,1000,4,5e-05,0.1,5
"8",822,0.980535781380684,1000,4,1e-04,0.2,4
"9",141,167.116650835018,1000,5,0.01,0.2,2
"10",243,0.175615350696037,500,10,5e-05,0.5,3
