"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,39.1007043084414,5000,10,0.005,0.1,3
"2",8,5.51391103738875,500,4,0.005,0.2,4
"3",1,8.21431118122064,500,4,0.01,0.1,2
"4",23,46.8556466472031,5000,4,0.01,0.2,4
"5",6,50.3090443727512,5000,10,0.01,0.5,2
"6",1,0.000672728786966444,200,5,5e-05,0.1,5
"7",51,0.000593637209001605,100,5,1e-04,0.5,4
"8",23,25.2540287369362,5000,4,0.005,0.3,2
"9",46,47.8677461118714,5000,10,0.005,0.3,4
"10",2,66.8464408176582,5000,10,0.01,0.3,5
