"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,2.13258212354678e-05,200,4,5e-06,0.5,5
"2",3,0.017825923100382,200,10,1e-04,0.2,4
"3",1,5.68101818740066e-05,500,4,5e-06,0.5,3
"4",1,0.0667090573644861,500,4,1e-04,0.5,4
"5",1,0.047059917860731,1000,4,5e-05,0.1,3
"6",1,7.50841310855741,200,5,0.005,0.1,5
"7",1,0.0020824927372821,200,4,5e-05,0.3,2
"8",3,0.00115307103945234,100,5,1e-04,0.1,3
"9",1,3.34975650249348e-06,100,4,5e-06,0.2,3
"10",2,19.2023594787038,500,4,0.01,0.1,3
