"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",12,460.112769608113,1000,4,0.005,0.5,4
"2",1,48.9359199665336,100,4,0.005,0.3,4
"3",1,4082.98942276423,5000,10,0.005,0.1,3
"4",1,0.0073372331761555,1000,5,5e-06,0.2,3
"5",1,4977.82502518181,5000,10,0.01,0.3,5
"6",12,0.0224205976115746,100,10,5e-05,0.2,5
"7",1,4.37888652206608,1000,4,1e-04,0.2,5
"8",1,31.6527517938417,5000,5,1e-04,0.1,3
"9",3,117.610828132115,200,5,0.005,0.3,4
"10",18,2430.42283762988,5000,5,0.005,0.2,4
