"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",56,0.000488593199227261,1000,5,5e-05,0.2,3
"2",140,0.000159377229091896,500,5,5e-05,0.3,4
"3",55,0.00140870991660938,500,10,1e-04,0.3,3
"4",1,0.000833737626119502,1000,5,5e-05,0.3,3
"5",1,0.121708636611689,200,4,0.01,0.3,2
"6",1,0.302804893300489,500,4,0.01,0.3,4
"7",1,0.660407973570299,500,10,0.01,0.3,4
"8",1,1.9989680033807e-05,200,4,5e-05,0.5,2
"9",40,0.000111038931878034,200,4,1e-04,0.3,5
"10",1,0.000273771765736551,500,4,5e-05,0.5,5
