"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,36.2383047144089,1000,10,0.01,0.2,3
"2",1,4.23977613822502e-05,500,4,5e-06,0.5,5
"3",1,17.0527947211134,1000,4,0.005,0.3,5
"4",1,3.16865353498184,100,10,0.005,0.3,5
"5",1,3.90271695445789,200,10,0.005,0.5,3
"6",54,0.00250744128777555,500,10,5e-05,0.5,2
"7",1,0.00163912135532781,200,4,5e-05,0.1,4
"8",1,2.22540397724669e-06,100,4,5e-06,0.1,5
"9",1,0.000125853150961139,500,4,5e-06,0.5,3
"10",1,0.111929062737037,500,10,1e-04,0.5,5
