"","num_trees_min_effect","mean_cvm_effect","max_num_trees","max_leaves","eps","split_spread","nfolds"
"1",1,2.00286109047603,100,4,0.01,0.2,2
"2",4,0.979719741624563,100,4,0.01,0.2,2
"3",1,0.000620993706323529,100,5,1e-04,0.5,5
"4",1,0.0276665392621201,1000,10,5e-05,0.1,5
"5",1,5.25917005097652,100,10,0.01,0.5,5
"6",24,2.30032454694596,200,10,0.005,0.2,4
"7",1,0.000121937349629367,100,4,5e-05,0.5,4
"8",1,0.00117416879990113,100,10,1e-04,0.2,5
"9",37,7.89694355773833,1000,4,0.01,0.1,5
"10",444,0.00173340407722173,5000,5,5e-06,0.2,2
